entityid,TYPE,NAME,ADDRESS,LOCATION,LATITUDE,LONGITUDE
,BALL DIAMOND,O'NEILL HIGH SCHOOL - BALL DIAMOND BS #252,134 ARGYLE STREET,O'NEILL HIGH SCHOOL,50.4769213480001,-104.634144871
,WASCANA CENTRE,PRODUCTION GREENHOUSE,520 E ASSINIBOINE AVENUE,WASCANA CENTRE,50.4253905680001,-104.5767667
,UNIVERSITY OF REGINA,RIDDELL CENTRE AND STUDENT CENTRE,3769 WASCANA PARKWAY,UNIVERSITY OF REGINA,50.4166533390001,-104.591115249
,BALL DIAMOND,ALPORT PARK - BALL DIAMOND BS #265,28 ALPORT CRESCENT,ALPORT PARK,50.4959115510001,-104.600853975
,BALL DIAMOND,A.C.T. BALL PARK NE - BALL DIAMOND BS #273,460 ELPHINSTONE STREET,A.C.T. BALL PARK NE,50.472149884,-104.632304532
,PLAYGROUND,PASQUA/7TH AVE. PARK - PLAYGROUND 1301 PASQUA ST,1301 PASQUA STREET,PASQUA/7TH AVE. PARK,50.457994548,-104.640142435
,SEPARATE HIGH SCHOOL,MICHAEL A. RIFFEL HIGH SCHOOL - SEPARATE HIGH SCHOOL,5757 ROCHDALE BOULEVARD,MICHAEL A. RIFFEL HIGH SCHOOL - SEPARATE HIGH SCHOOL,50.4949099010001,-104.662563936
,PLAYGROUND,LAKERIDGE PARK S - PLAYGROUND 5560 LEIBEL CRES,1225 N HARRISON WAY,LAKERIDGE PARK S,50.4985972250001,-104.660739792
,PLAYGROUND,GLEN ELM PARK NW - PLAYGROUND 1501 BOND ST,1601 BOND STREET,GLEN ELM PARK NW,50.4532044690001,-104.567349723
,ATHLETIC FIELD,TAYLOR FIELD PRACTICE FIELD - ATHLETIC FIELD,2940 10TH AVENUE,TAYLOR FIELD PRACTICE FIELD,50.4524113670001,-104.624378263
,ATHLETIC FIELD,DESHAYE SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,37 CAMERON CRESCENT,DESHAYE SCHOOL,50.412003881,-104.623618466
,BALL DIAMOND,MOUNT PLEASANT SPORTS PARK - BALL DIAMOND BS #268,750 N WINNIPEG STREET,MOUNT PLEASANT SPORTS PARK,50.49120773,-104.601278369
,PLAYGROUND,GEORGE LEE SCHOOL - PLAYGROUND 180 WELLS ST,180 WELLS STREET,GEORGE LEE SCHOOL,50.4883197770001,-104.647339707
,BASKETBALL,LAKERIDGE SPORTS PARK - BASKETBALL,5451 ROCHDALE BOULEVARD,LAKERIDGE SPORTS PARK,50.495338679,-104.659631174
,BASKETBALL,PASQUA NEIGHBOURHOOD RECREATION CENTRE - BASKETBALL,263 LEWVAN DRIVE,PASQUA NEIGHBOURHOOD RECREATION CENTRE,50.4743242340001,-104.640326204
,OUTDOOR RINK BOARDED,GRASSICK PLAYGROUND - OUTDOOR RINK BOARDED,901 GARNET STREET,GRASSICK PLAYGROUND,50.464053139,-104.626455479
,BALL DIAMOND,W.S. HAWRYLAK SCHOOL - BALL DIAMOND BS #75,2530 E ASSINIBOINE AVENUE,W.S. HAWRYLAK SCHOOL,50.4221048680001,-104.548305692
,PLAYGROUND,KINSMEN PARK SOUTH - PLAYGROUND 3310 LAKEVIEW AVE,3310 LAKEVIEW AVENUE,KINSMEN PARK SOUTH,50.4237922980001,-104.631648317
,BALL DIAMOND,MCLURG SCHOOL - BALL DIAMOND BS #200,125 PAYNTER CRESCENT,MCLURG SCHOOL,50.4729098390001,-104.678832726
,SEPARATE ELEMENTARY SCHOOL,DESHAYE - SEPARATE ELEMENTARY SCHOOL,37 CAMERON CRESCENT,DESHAYE - SEPARATE ELEMENTARY SCHOOL,50.411974871,-104.624073311
,SEPARATE ELEMENTARY SCHOOL,ST. PETER - SEPARATE ELEMENTARY SCHOOL,150 ARGYLE STREET,ST. PETER - SEPARATE ELEMENTARY SCHOOL,50.4764694020001,-104.634115338
,BASKETBALL,RUTH PAWSON SCHOOL - BASKETBALL,40 WEEKES CRESCENT,RUTH PAWSON SCHOOL,50.496299622,-104.604955398
,BASKETBALL,DR. HANNA SCHOOL - BASKETBALL,55 DAVIN CRESCENT,DR. HANNA SCHOOL,50.4891036290001,-104.630198371
,BALL DIAMOND,PACERS SPORTS PARK  MIDGET CLASS 1 - BALL DIAMOND,5000 E ARCOLA AVENUE,PACERS SPORTS PARK  MIDGET CLASS 1,50.412221253,-104.505540585
,ATHLETIC FIELD,ROBERT USHER MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,1660 9TH AVENUE N,ROBERT USHER MULTI,50.4853299330001,-104.604091866
,BALL DIAMOND,MCVEETY PARK - BALL DIAMOND,1851 JUBILEE AVENUE,MCVEETY PARK,50.4197423350001,-104.606293315
,BALL DIAMOND,SHEPPARD PARK/ST. PHILLIP - BALL DIAMOND BS #261,20 SHEPPARD STREET,SHEPPARD PARK/ST. PHILLIP,50.479909805,-104.623854342
,PLAYGROUND,CAREY PARK - PLAYGROUND 120 CAREY ST,120 CAREY STREET,CAREY PARK,50.4763300330001,-104.639137827
,OUTDOOR RINK UNBOARDED,MIKE BADHAM PARK - OUTDOOR RINK UNBOARDED,2606 GRANT ROAD,MIKE BADHAM PARK,50.40164301,-104.610701096
,HOSPITAL,PASQUA HOSPITAL,4101 DEWDNEY AVENUE,PASQUA HOSPITAL,50.4541984890001,-104.638632333
,ATHLETIC FIELD,LEBOLDUS MULTI - ATHLETIC FIELD SOCCER ATHLETIC FIELD,2440 25TH AVENUE,LEBOLDUS MULTI,50.4201939040001,-104.615498824
,BALL DIAMOND,ST. JOSAPHAT SCHOOL PARK NE - BALL DIAMOND BS #210,110 GREENWOOD CRESCENT,ST. JOSAPHAT SCHOOL PARK NE,50.4770985320001,-104.680048443
,PLAYGROUND,PRINCE OF WALES PARK - PLAYGROUND 3800 E CUMBERLAND RD,3800 E CUMBERLAND ROAD,PRINCE OF WALES PARK,50.4375100350001,-104.528289639
,BASKETBALL,RUTH M. BUCK SCHOOL - BASKETBALL,6330 7TH AVENUE N,RUTH M. BUCK SCHOOL,50.4765658520001,-104.67104798
,PLAYGROUND,CAMERON PARK - PLAYGROUND 71 CAMERON ST,71 CAMERON STREET,CAMERON PARK,50.4113582360001,-104.624416825
,REC_NBHD FACILITY,SOUTH LEISURE CENTRE - REC_NBHD FACILITY,4310 MONTAGUE STREET,SOUTH LEISURE CENTRE,50.4093657230001,-104.631560156
,BASKETBALL,EASTVIEW PARK - BASKETBALL,945 BRODER STREET,EASTVIEW PARK,50.463731926,-104.590077457
,PLAYGROUND,HENRY BRAUN SCHOOL - PLAYGROUND 710 GRAHAM RD,710 GRAHAM ROAD,HENRY BRAUN SCHOOL,50.4621754470001,-104.535741036
,PLAYGROUND,M.J. COLDWELL PARK - PLAYGROUND 115 FAIRVIEW RD,115 FAIRVIEW ROAD,M.J. COLDWELL PARK,50.4905217180001,-104.6111957
,PUBLIC ELEMENTARY SCHOOL,M.J. COLDWELL - PUBLIC ELEMENTARY SCHOOL,103 FAIRVIEW ROAD,M.J. COLDWELL - PUBLIC ELEMENTARY SCHOOL,50.4908027110001,-104.611853747
,UNIVERSITY OF REGINA,ISM BUILDING,4141 WASCANA PARKWAY,UNIVERSITY OF REGINA,50.4150030430001,-104.59139576
,BASKETBALL,REGINA SPORTPLEX - BASKETBALL,1717 ELPHINSTONE STREET,REGINA SPORTPLEX,50.450635542,-104.627894013
,BALL DIAMOND,RAMBLER PARK  FASTBALL SE - BALL DIAMOND,5215 13TH AVENUE,RAMBLER PARK  FASTBALL SE,50.4434859900001,-104.655652375
,LIBRARY,CONNAUGHT BRANCH LIBRARY,3435 13TH AVENUE,CONNAUGHT BRANCH LIBRARY,50.4452797040001,-104.630741956
,PLAYGROUND,VENTURE PARK - PLAYGROUND 7907 VENTURE RD,7907 VENTURE ROAD,VENTURE PARK,50.4784665160001,-104.695376936
,BALL DIAMOND,COLUMBUS PARK NE - BALL DIAMOND BS #52,2940 PASQUA STREET,COLUMBUS PARK NE,50.4327638550001,-104.641792412
,SEPARATE ELEMENTARY SCHOOL,ST. BERNADETTE - SEPARATE ELEMENTARY SCHOOL,727 N MCINTOSH STREET,ST. BERNADETTE - SEPARATE ELEMENTARY SCHOOL,50.4887992430001,-104.651859487
,BASKETBALL,ST. MARY SCHOOL - BASKETBALL,140 N MCINTOSH STREET,ST. MARY SCHOOL,50.478155772,-104.654068311
,BALL DIAMOND,SANGSTER PARK/DR. HANNA SCHOOL - BALL DIAMOND BS #246,496 SANGSTER BOULEVARD,SANGSTER PARK/DR. HANNA SCHOOL,50.4893381830001,-104.628102305
,ATHLETIC FIELD,VARSITY PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,2635 E PHILIP ROAD,VARSITY PARK,50.4238792990001,-104.546437486
,BASKETBALL,THOMSON SCHOOL - BASKETBALL,2033 TORONTO STREET,THOMSON SCHOOL,50.4467067100001,-104.598750739
,OUTDOOR RINK BOARDED,MIKE BADHAM PARK - OUTDOOR RINK BOARDED,2606 GRANT ROAD,MIKE BADHAM PARK,50.401645978,-104.611114307
,BALL DIAMOND,RAMBLER PARK  FASTBALL W - BALL DIAMOND FASTBALL NE (CANADA GAMES 2005 DIAMOND),5215 13TH AVENUE,RAMBLER PARK  FASTBALL W,50.4449942300001,-104.658248695
,PUBLIC ELEMENTARY SCHOOL,GLADYS MCDONALD - PUBLIC ELEMENTARY SCHOOL,335 N GARNET STREET,GLADYS MCDONALD - PUBLIC ELEMENTARY SCHOOL,50.4809442210001,-104.625930315
,BALL DIAMOND,HERCHMER SCHOOL N - BALL DIAMOND BS #128,1132 MCTAVISH STREET,HERCHMER SCHOOL N,50.4612664630001,-104.634468576
,PUBLIC ELEMENTARY SCHOOL,HENRY BRAUN - PUBLIC ELEMENTARY SCHOOL,710 GRAHAM ROAD,HENRY BRAUN - PUBLIC ELEMENTARY SCHOOL,50.4619477260001,-104.534979959
,PLAYGROUND,CENTENNIAL SCHOOL - PLAYGROUND 6903 DALGLIESH DR,6903 DALGLIESH DRIVE,CENTENNIAL SCHOOL,50.4908234820001,-104.680830461
,PLAYGROUND,PATTY CAKE PLAY PARK - PLAYGROUND 1581 ROBINSON ST,1575 ROBINSON STREET,PATTY CAKE PLAY PARK,50.4535961860001,-104.623650726
,BALL DIAMOND,ST. MARY SCHOOL N - BALL DIAMOND,140 N MCINTOSH STREET,ST. MARY SCHOOL N,50.4787065530001,-104.655264605
,OUTDOOR RINK SHELTER,IMPERIAL PARK - OUTDOOR RINK SHELTER,305 ROSE STREET,IMPERIAL PARK,50.473804149,-104.607318249
,OUTDOOR RINK BOARDED,LAKEVIEW PARK - OUTDOOR RINK BOARDED,2910 ATHOL STREET,LAKEVIEW PARK,50.4322078430001,-104.628712907
,ATHLETIC FIELD,QUEEN ELIZABETH JUBILEE MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,121 E BROADWAY AVENUE,QUEEN ELIZABETH JUBILEE MULTI,50.4372693050001,-104.580968734
,PLAYGROUND,LES SHERMAN PARK NORTH - PLAYGROUND 4055 15TH AVE,2404 ELPHINSTONE STREET,LES SHERMAN PARK NORTH,50.4407490570001,-104.63453422
,BASKETBALL,ROSEMONT PARK - BASKETBALL,1101 WALKER STREET,ROSEMONT PARK,50.460067935,-104.662291985
,PLAYGROUND,A.E. WILSON PARK (EAST) - MOUNT ROYAL - PLAYGROUND 6102 BRUNSKILL PL,6102 BRUNSKILL PLACE,A.E. WILSON PARK (EAST) - MOUNT ROYAL,50.459237548,-104.667933962
,PLAYGROUND,ECOLE MONSEIGNEUR DE LAVAL - PLAYGROUND 1601 COWAN CRES,1601 COWAN CRESCENT,ECOLE MONSEIGNEUR DE LAVAL,50.4174341340001,-104.603534908
,BASKETBALL,W.S. HAWRYLAK SCHOOL - BASKETBALL,2530 E ASSINIBOINE AVENUE,W.S. HAWRYLAK SCHOOL,50.422273584,-104.546749353
,PLAYGROUND,ST. PIUS SCHOOL - PLAYGROUND 3301 GARNET ST,3301 GARNET STREET,ST. PIUS SCHOOL,50.4265073120001,-104.625399161
,OUTDOOR RINK SHELTER,MARION MCVEETY SCHOOL - OUTDOOR RINK SHELTER,1851 JUBILEE AVENUE,MARION MCVEETY SCHOOL,50.420809939,-104.606995836
,BALL DIAMOND,ST. GREGORY PARK - BALL DIAMOND BS #257,310 UPLAND DRIVE,ST. GREGORY PARK,50.4922141340001,-104.61195832
,BALL DIAMOND,QUEEN ST. PARK/ETHEL MILLIKEN - BALL DIAMOND BS #31 (AKA=ETHEL MILLIKEN SCHOOL),4410 QUEEN STREET,QUEEN ST. PARK/ETHEL MILLIKEN,50.409008117,-104.638772112
,OUTDOOR TENNIS,SHELDON WILLIAMS COLLEGIATE - OUTDOOR TENNIS,2601 CORONATION STREET,SHELDON WILLIAMS COLLEGIATE,50.4356730170001,-104.634341515
,PLAYGROUND,RICHMOND PLACE ENVIRONMENTAL RESERVE - PLAYGROUND 1803 E ASSINIBOINE AVE,1803 E ASSINIBOINE AVENUE,RICHMOND PLACE ENVIRONMENTAL RESERVE,50.4213667020001,-104.555112636
,ATHLETIC FIELD,MARTIN COLLEGIATE NORTH - ATHLETIC FIELD SOCCER ATHLETIC FIELD,1100 MCINTOSH STREET,MARTIN COLLEGIATE NORTH,50.4624762510001,-104.654460535
,PLAYGROUND,DIEPPE SCHOOL W - PLAYGROUND 145 DOROTHY ST,145 DOROTHY STREET,DIEPPE SCHOOL W,50.458584322,-104.68087018
,BALL DIAMOND,RUTH BUCK PARK - BALL DIAMOND BS #192,6208 SHERWOOD DRIVE,RUTH BUCK PARK,50.4794705850001,-104.673832194
,ATHLETIC FIELD,IMPERIAL SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,200 BROAD STREET,IMPERIAL SCHOOL,50.475171839,-104.608532585
,PUBLIC ELEMENTARY SCHOOL,MCDERMID - PUBLIC ELEMENTARY SCHOOL,139 TORONTO STREET,MCDERMID - PUBLIC ELEMENTARY SCHOOL,50.4761122740001,-104.597723307
,PLAYGROUND,GRASSICK PLAYGROUND - PLAYGROUND 901 GARNET ST,901 GARNET STREET,GRASSICK PLAYGROUND,50.4642317670001,-104.625846185
,ATHLETIC FIELD,ST. MICHAEL SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,431 HAMILTON STREET,ST. MICHAEL SCHOOL,50.4719316760001,-104.608384157
,PUBLIC ELEMENTARY SCHOOL,ETHEL MILLIKEN - PUBLIC ELEMENTARY SCHOOL,4510 QUEEN STREET,ETHEL MILLIKEN - PUBLIC ELEMENTARY SCHOOL,50.4083732730001,-104.637791664
,OUTDOOR RINK SHELTER,GLEN ELM PARK - OUTDOOR RINK SHELTER,1601 BOND STREET,GLEN ELM PARK,50.4533366370001,-104.567155702
,BALL DIAMOND,DR. FERGUSON PARK - BALL DIAMOND BS #65,129 BROTHERTON AVENUE,DR. FERGUSON PARK,50.4517375820001,-104.555042996
,OUTDOOR RINK UNBOARDED,WILLISTON PARK - OUTDOOR RINK UNBOARDED,30 WILLISTON DRIVE,WILLISTON PARK,50.4812806420001,-104.677655757
,PUBLIC HIGH SCHOOL,THOM COLLEGIATE - PUBLIC HIGH SCHOOL,265 N ARGYLE STREET,THOM COLLEGIATE - PUBLIC HIGH SCHOOL,50.4805933230001,-104.630893442
,ATHLETIC FIELD,GRASSICK PARK MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,5325 DEWDNEY AVENUE,GRASSICK PARK MULTI,50.453276149,-104.661444686
,PUBLIC ELEMENTARY SCHOOL,ROSEMONT - PUBLIC ELEMENTARY SCHOOL,841 HORACE STREET,ROSEMONT - PUBLIC ELEMENTARY SCHOOL,50.463573888,-104.658269616
,BASKETBALL,KITCHNER SCHOOL - BASKETBALL,840 ATHOL STREET,KITCHNER SCHOOL,50.465126453,-104.629243171
,BALL DIAMOND,MARTIN COLLEGIATE - BALL DIAMOND BS #135,1100 MCINTOSH STREET,MARTIN COLLEGIATE,50.462674425,-104.65638554
,BASKETBALL,DESHAYE SCHOOL - BASKETBALL,37 CAMERON CRESCENT,DESHAYE SCHOOL,50.4124099490001,-104.624151281
,FIRE,FIRE HALL NO. 1,2585 13TH AVENUE,WILLIAM WHITE FIRE HALL,50.4452991360001,-104.61761912
,REC_NBHD FACILITY,UPLANDS COMMUNITY CENTRE - REC_NBHD FACILITY,40 WEEKES CRESCENT,UPLANDS COMMUNITY CENTRE,50.49583598,-104.605048778
,PLAYGROUND,RUTH M. BUCK SCHOOL - PLAYGROUND,6330 7TH AVENUE N,RUTH M. BUCK SCHOOL,50.4760696720001,-104.670478774
,OTHER SCHOOL,ECOLE MONSEIGNEUR DE LAVAL - 1601 COWAN CR.,1601 COWAN CRESCENT,ECOLE MONSEIGNEUR DE LAVAL - 1601 COWAN CR.,50.417681154,-104.603302732
,PLAYGROUND,KEN JENKINS SCHOOL - PLAYGROUND 5382 2ND AVE N,5382 2ND AVENUE N,KEN JENKINS SCHOOL,50.4728852600001,-104.657753256
,PLAYGROUND,ELSIE DORSEY PARK - PLAYGROUND 4199 CASTLE RD,4199 CASTLE ROAD,ELSIE DORSEY PARK,50.4102584920001,-104.597790978
,MALL,VICTORIA SQUARE MALL,2223 E VICTORIA AVENUE,VICTORIA SQUARE MALL,50.4449495170001,-104.551778501
,ATHLETIC FIELD,WALKER SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,1315 CAMPBELL STREET,WALKER SCHOOL,50.457335818,-104.662576506
,BALL DIAMOND,KIWANIS WATERFALL PARK NE - BALL DIAMOND BS #49,2755 ELPHINSTONE STREET,KIWANIS WATERFALL PARK NE,50.4381593370001,-104.6294556
,ARENA,JACK HAMILTON - ARENA,1010 MCCARTHY BOULEVARD,JACK HAMILTON,50.4620555810001,-104.673659639
,BALL DIAMOND,A.C.T. BALL PARK NW - BALL DIAMOND BS #274,460 ELPHINSTONE STREET,A.C.T. BALL PARK NW,50.472616353,-104.635577103
,ATHLETIC FIELD,SHEPPARD PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,255 N GARNET STREET,SHEPPARD PARK,50.4801008260001,-104.625922731
,BALL DIAMOND,KINSMEN PARK NORTH NW - BALL DIAMOND BS #185,850 PASQUA STREET,KINSMEN PARK NORTH NW,50.4658828810001,-104.642852424
,SEPARATE ELEMENTARY SCHOOL,ST. TIMOTHY - SEPARATE ELEMENTARY SCHOOL,280 SANGSTER BOULEVARD,ST. TIMOTHY - SEPARATE ELEMENTARY SCHOOL,50.490925754,-104.632798006
,OUTDOOR RINK SHELTER,ROSEMONT PARK - OUTDOOR RINK SHELTER,1101 WALKER STREET,ROSEMONT PARK,50.4609663110001,-104.661862723
,OUTDOOR RINK SHELTER,RUTH BUCK PARK - OUTDOOR RINK SHELTER,6310 7TH AVENUE N,RUTH BUCK PARK,50.4764149540001,-104.672850729
,BALL DIAMOND,ST. DOMINIC SAVIO SCHOOL - BALL DIAMOND BS #82,195 WINDFIELD ROAD,ST. DOMINIC SAVIO SCHOOL,50.4318785020001,-104.561931203
,HOSPITAL,REGINA GENERAL HOSPITAL,1440 14TH AVENUE,REGINA GENERAL HOSPITAL,50.443963667,-104.601302148
,ATHLETIC FIELD,MASSEY EAST MULTI - ATHLETIC FIELD SOCCER ATHLETIC FIELD,70 MASSEY ROAD,MASSEY EAST MULTI,50.414646996,-104.610459923
,OUTDOOR RINK UNBOARDED,QUEEN ST. PARK - OUTDOOR RINK UNBOARDED,4410 QUEEN STREET,QUEEN ST. PARK,50.409388365,-104.638125968
,WASCANA CENTRE,CBC BUILDING,2440 BROAD STREET,WASCANA CENTRE,50.439124754,-104.607920876
,OUTDOOR TENNIS,REALTORS PARK - OUTDOOR TENNIS,222 SUNSET DRIVE,REALTORS PARK,50.4096820650001,-104.633314517
,PLAYGROUND,MARION MCVEETY SCHOOL S - PLAYGROUND 38 TURGEON CRES,38 TURGEON CRESCENT,MARION MCVEETY SCHOOL S,50.4199897220001,-104.605515919
,ATHLETIC FIELD,LESLIE LAWNBOWLING PARK GREEN "C" (EAST CENTER) - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,3820 VICTORIA AVENUE,LESLIE LAWNBOWLING PARK GREEN "C" (EAST CENTER),50.447569048,-104.636223066
,PLAYGROUND,GREENBURG PARK - PLAYGROUND 1956 BRODER ST,1956 BRODER STREET,GREENBURG PARK,50.4477997800001,-104.591165479
,ATHLETIC FIELD,ARLINGTON - ATHLETIC FIELD SOCCER ATHLETIC FIELD,35 GROOME AVENUE,ARLINGTON,50.3993651760001,-104.627269295
,BASKETBALL,SHELDON WILLIAMS COLLEGIATE - BASKETBALL,2601 CORONATION STREET,SHELDON WILLIAMS COLLEGIATE,50.435642391,-104.634389944
,PLAYGROUND,QUEEN ELIZABETH JUBILEE PARK - PLAYGROUND 111 E BROADWAY AVE,121 E BROADWAY AVENUE,QUEEN ELIZABETH JUBILEE PARK,50.436366089,-104.581655898
,WASCANA CENTRE,WALTER SCOTT BUILDING,3085 ALBERT STREET,WASCANA CENTRE,50.430007872,-104.616572696
,PLAYGROUND,ST. JEROME SCHOOL - PLAYGROUND 770 RINK AVE,770 RINK AVENUE,ST. JEROME SCHOOL,50.4882464440001,-104.681454465
,BASKETBALL,MARION MCVEETY SCHOOL - BASKETBALL,38 TURGEON CRESCENT,MARION MCVEETY SCHOOL,50.4203218000001,-104.605921023
,OUTDOOR RINK UNBOARDED,MCDERMID SCHOOL - OUTDOOR RINK UNBOARDED,139 TORONTO STREET,MCDERMID SCHOOL,50.4767511150001,-104.597546361
,BASKETBALL,QUEEN ELIZABETH JUBILEE PARK - BASKETBALL,111 E BROADWAY AVENUE,QUEEN ELIZABETH JUBILEE PARK,50.4372312020001,-104.580060207
,BASKETBALL,ST. GREGORY SCHOOL - BASKETBALL,302 UPLAND DRIVE,ST. GREGORY SCHOOL,50.4925459440001,-104.610999017
,OUTDOOR RINK SHELTER,MCLURG SCHOOL PARK - OUTDOOR RINK SHELTER,201 FULTON DRIVE,MCLURG SCHOOL PARK,50.4726260940001,-104.677381697
,BALL DIAMOND,ROSEMONT SCHOOL PARK - BALL DIAMOND BS #137,5310 4TH AVENUE,ROSEMONT SCHOOL PARK,50.4640312240001,-104.656887815
,PLAYGROUND,WASCANA SCHOOL - PLAYGROUND 4210 4TH AVE,4210 4TH AVENUE,WASCANA SCHOOL,50.4636969730001,-104.642881158
,BASKETBALL,ST. CATHERINE SCHOOL - BASKETBALL,150 BROTHERTON AVENUE,ST. CATHERINE SCHOOL,50.453138708,-104.554314921
,PLAYGROUND,GOCKI PARK - PLAYGROUND 2230 LINDSAY ST,2230 LINDSAY STREET,GOCKI PARK,50.442725549,-104.586031216
,ATHLETIC FIELD,LAKERIDGE SPORTS PARK/RIFFEL MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,5657 ROCHDALE BOULEVARD,LAKERIDGE SPORTS PARK/RIFFEL MULTI,50.4943537920001,-104.661014577
,ATHLETIC FIELD,QU'APPELLE SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,1301 PARKER AVENUE,QU'APPELLE SOCCER,50.412646512,-104.600276243
,PLAYGROUND,DAVIN SCHOOL - PLAYGROUND 2401 RETALLACK ST,2401 RETALLACK STREET,DAVIN SCHOOL,50.4399355960001,-104.622259647
,ATHLETIC FIELD,WILLISTON PARK  - ATHLETIC FIELD SOCCER ATHLETIC FIELD,30 WILLISTON DRIVE,WILLISTON PARK,50.4819306940001,-104.679097304
,ATHLETIC FIELD,DOUGLAS PARK WEST SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,3025 MCDONALD STREET,DOUGLAS PARK WEST SOCCER,50.4307973130001,-104.58254757
